,Q,A,Context,label
3606," No, no, I love it so much. It just keeps ringing and ringing and ringing. Give it, give it.","(picks up)Hey, baby..."," No, no, I love it so much. It just keeps ringing and ringing and ringing. Give it, give it. |  It's mine now.",0
3607, It's mine now., It's not your phone.(they fight over it), It's mine now. |  Lily.(hands her the phone).No. No!(Barney grabs his neck)Aaaargh.,0
3608," Friends, tonight is the night. I invite Tiffany home to see my collection of vintage cameras.", It's the lure of Ted.," Friends, tonight is the night. I invite Tiffany home to see my collection of vintage cameras. |  Bait?",0
3609, Bait?, A true gentleman invents an excuse to bring home a respectable lady. Something interesting or beautiful that can claim to admire for 5 minutes before it starts on the track., Bait? |  As if she had to borrow a book or listen to old vinyl.,0
3610, It was the first week of college. I was way into Wu-Tang Clan.," It's tricky. It must be interesting enough that the girl up, but not too much not to spoil the evening.", It was the first week of college. I was way into Wu-Tang Clan. |  The slot machine is too much fun. And a trampoline... that's actually too dangerous. But I finally found the perfect bait... A mini pig.,0
3611," It's tricky. It must be interesting enough that the girl up, but not too much not to spoil the evening.", The slot machine is too much fun. And a trampoline... that's actually too dangerous. But I finally found the perfect bait... A mini pig.," It's tricky. It must be interesting enough that the girl up, but not too much not to spoil the evening. |  A mini pig? On which it would work?",0
3612, I can borrow your mini pig?," Yes, you can borrow.", I can borrow your mini pig? |  You have a mini pig? I can not believe it! You're too cute!You're the cutest little pig on Earth! What?,0
3613, What? I am not to his hook.," Yes, completely."," What? I am not to his hook. |  It gives you false hope, but it does not engage with you, but it keeps you in the corner, just in case, like... an old canned chili in the pantry.",0
3614," For now you draw a picture of a future where everything will be magical, but in truth, it'll never happen.", It's like that. I can not be with you. For now.," For now you draw a picture of a future where everything will be magical, but in truth, it'll never happen. |  I think my high school boyfriend Scooter, is a little to my hook.",0
3615, I can not spoil the Tijuana Tuesday., Really? You really gonna sit and watch the door all night because Tiffany said she would try to pass?, I can not spoil the Tijuana Tuesday. |  I will not give up.,0
3616," No, moron!"," Ted, let me be clear. That girl is poison and you have to forget your life forever."," No, moron! |  There she is. (Between Tiffany followed by several other women) It has led to colleagues.",0
3617, There she is. (Between Tiffany followed by several other women) It has led to colleagues., Hold on to it. Never lets go! I have never seen more beautiful girls. They all work with Tiffany?, There she is. (Between Tiffany followed by several other women) It has led to colleagues. |  Yep.,0
3618, Yep.," There can be only one explanation for that. Tiffany is a representative... e, pharmaceuticals?", Yep. |  How do you know?,0
3619, How do you know?, And you never thought to say?, How do you know? |  What? It's just a job.,0
3620, What? It's just a job.," That a b... Since time immemorial there has always been a professional edge to which girls g*n, like Tiffany, have flocked. I'll redo the story?", What? It's just a job. |  I will not say explicitly.,0
3621, I will not say explicitly.," It began 2.5 million years ago. The man was a hunter.So the profession's sexiest moment? Picker. h*m* erectus, indeed. With improved technology, the profession's sexiest moment was changing. I'm sure it's a hernia. You can double-check? And then the man grabbed the heavens. So girls sexy stiletto heels began and became a flight attendant. I'm right and ready to f*re. Then the man said, Life is hard. I should start taking lots of drugs.  So sexy girls landed in medical offices, hot enough to make these pills erection ironically unnecessary. So today, girls are pharma's sexiest moment.", I will not say explicitly. |  Hi my great darkness. How are you?,0
3622, She touched my nose.," Largue Tiffany and join the Barnacle in a buffet of girls pharma. There may be loss of clothing, knees b*rned, respiratory weakness and sore abs the next day. That the world give a damn five?!"," She touched my nose. |  I know you're having trouble dropping Scooter. I decided that you need training. And you say that the problem is his sad eyes? (He returns with a mini pig) Okay, shut up, woman. Now I want you to look this mini pig and you tell him it is impossible for you to be with him one day.",0
3623," Not as much. Not as much.Ted returns to McLaren's, where Barney is still there."," There's no nights like with pharma pharma because the nights never stop! Dude, I've flirted with three of them. The fantasy. In addition, my cholesterol is low. My restless legs syndrome is cured. I am more alive than ever."," Not as much. Not as much.Ted returns to McLaren's, where Barney is still there. |  Friends, good news. Tiffany broke up with her boyfriend. So I'm not the hook.",0
3624, So far. Hang in there. I will not be eternal., Yesterday I was with this girl so sexy that pharma should call a doctor if you have no erection for more than 4h. I have no reason people?, So far. Hang in there. I will not be eternal. |  There is no one. Just the girl with whom you came out recently.,0
3625, Let's go have a drink., It's as if it was not over between you., Let's go have a drink. |  What?,0
3626, What?, The girls of pharma are more than g*n. This is the end of an era., What? |  You're a little dramatic.,0
3627, You're a little dramatic.," Really? It starts with a Gladys. And suddenly, a few gay guys not so fabulous fall into the ranks. And before you know it, the girls look like pharma team to a Southwest flight to Albuquerque in Little Rock. It's over!", You're a little dramatic. |  So that night I went to live in Henrietta prepared to release it from my hook.,0
3628, You still broies black to the end of the era of the daughters of pharma?, I've realized that their reign had to stop to give way to a sexy new profession. It may be... communications officer in an intergalactic spaceship to a distant solar system that we can imagine. Maybe it will be... contract. It is not known. But one thing is certain. The future shines... as a huge sun throwing rays of orange light over our heads and our spirits., You still broies black to the end of the era of the daughters of pharma? |  Why change your mind?,0
3629, Why change your mind?," The realization that hope springs eternal. Ca and the little purple pill box found in my bag. I do not know what they are, but they are amazing!", Why change your mind? | ,0
3630," Okay, big guy, tell me all along.", It all started a week ago.," Okay, big guy, tell me all along. |  I spent time at a local bar. Entered... a lady.",0
3631, It all started a week ago., I spent time at a local bar. Entered... a lady., It all started a week ago. |  Nothing is sexier than a man wearing a nice tie.,0
3632, Nothing is sexier than a man wearing a nice tie., Aside from a woman who appreciates a nice tie., Nothing is sexier than a man wearing a nice tie. |  But this is merely a tie.,0
3633, But this is merely a tie., It was not my best tie., But this is merely a tie. |  Right.,0
3634, Right.," So, right after that, I took her home."," Right. |  When I'm in bed with a man, my body becomes a machine fueled by desire, greed and a hunger to satisfy every single... the carnal desires of my lover.",0
3635," When I'm in bed with a man, my body becomes a machine fueled by desire, greed and a hunger to satisfy every single... the carnal desires of my lover."," Fortunately, the cleaning lady comes tomorrow."," When I'm in bed with a man, my body becomes a machine fueled by desire, greed and a hunger to satisfy every single... the carnal desires of my lover. |  Good night.",0
